2007-01-01 00:00	119.005	119.072	118.847	118.891	604498
2007-01-02 00:00	118.888	118.930	118.470	118.832	629373
2007-01-03 00:00	118.840	119.668	118.634	119.330	612682
2007-01-04 00:00	119.345	119.496	118.715	118.805	619374
2007-01-05 00:00	118.795	119.013	117.975	118.600	596876
2007-01-07 00:00	118.607	118.731	118.548	118.548	28165
2007-01-08 00:00	118.567	118.835	118.107	118.692	627804
2007-01-09 00:00	118.689	119.517	118.679	119.278	620011
2007-01-10 00:00	119.279	119.765	119.119	119.515	619759
2007-01-11 00:00	119.510	120.627	119.464	120.328	612371
2007-01-12 00:00	120.330	120.718	120.161	120.294	578826
2007-01-14 00:00	120.361	120.428	120.193	120.243	29015
2007-01-15 00:00	120.254	120.588	120.051	120.427	609795
2007-01-16 00:00	120.420	120.841	120.185	120.787	615701
2007-01-17 00:00	120.778	120.867	120.344	120.614	617259
2007-01-18 00:00	120.620	121.573	120.449	121.229	621011
2007-01-19 00:00	121.257	121.470	121.081	121.202	583722
2007-01-21 00:00	121.228	121.281	121.171	121.267	27459
2007-01-22 00:00	121.256	121.780	121.240	121.598	622286
2007-01-23 00:00	121.603	121.736	121.102	121.668	616488
2007-01-24 00:00	121.685	121.779	120.642	120.874	614830
2007-01-25 00:00	120.878	121.601	120.190	121.601	612512
2007-01-26 00:00	121.602	121.631	121.257	121.507	582163
2007-01-28 00:00	121.436	121.508	121.387	121.463	27497
2007-01-29 00:00	121.475	122.165	121.451	121.729	611217
2007-01-30 00:00	121.718	121.979	121.467	121.676	614334
2007-01-31 00:00	121.678	121.727	120.627	120.750	610643
2007-02-01 00:00	120.737	120.889	120.134	120.803	614053
2007-02-02 00:00	120.797	121.344	120.620	121.102	594042
2007-02-04 00:00	121.080	121.179	120.947	120.974	27641
2007-02-05 00:00	120.983	121.060	120.081	120.190	617475
2007-02-06 00:00	120.193	120.554	119.970	120.050	615606
2007-02-07 00:00	120.039	120.800	120.012	120.585	611927
2007-02-08 00:00	120.591	121.423	120.582	121.092	613209
2007-02-09 00:00	121.137	121.743	121.049	121.679	587488
2007-02-11 00:00	121.772	122.087	121.754	121.840	31461
2007-02-12 00:00	121.850	122.030	121.583	121.764	632813
2007-02-13 00:00	121.760	121.766	121.090	121.263	618320
2007-02-14 00:00	121.272	121.347	120.226	120.286	616539
2007-02-15 00:00	120.282	120.359	119.147	119.376	617115
2007-02-16 00:00	119.370	119.550	118.984	119.392	586044
2007-02-18 00:00	119.392	119.403	119.198	119.343	27277
2007-02-19 00:00	119.345	119.727	119.299	119.652	617421
2007-02-20 00:00	119.688	120.330	119.557	120.013	617573
2007-02-21 00:00	120.008	121.170	119.713	120.924	614778
2007-02-22 00:00	120.920	121.636	120.897	121.487	611338
2007-02-23 00:00	121.485	121.621	120.898	121.039	585192
2007-02-25 00:00	121.014	121.060	120.912	120.956	27182
2007-02-26 00:00	120.950	120.987	120.345	120.635	606706
2007-02-27 00:00	120.633	120.633	117.515	118.098	613061
2007-02-28 00:00	118.085	118.836	117.974	118.744	609493
2007-03-01 00:00	118.730	118.847	116.979	117.706	617010
2007-03-02 00:00	117.720	117.812	116.417	116.778	590342
2007-03-04 00:00	116.736	116.788	115.969	116.086	27750
2007-03-05 00:00	116.088	116.224	115.148	115.582	619421
2007-03-06 00:00	115.579	116.881	115.576	116.776	601430
2007-03-07 00:00	116.773	116.810	115.552	115.675	613079
2007-03-08 00:00	115.687	117.470	115.580	117.147	612577
2007-03-09 00:00	117.143	118.363	117.129	118.295	587694
2007-03-11 00:00	118.292	118.398	118.157	118.180	42949
2007-03-12 00:00	118.183	118.475	117.209	117.580	618073
2007-03-13 00:00	117.584	117.761	115.885	116.012	613758
2007-03-14 00:00	116.017	117.538	115.752	117.267	616213
2007-03-15 00:00	117.263	117.768	117.022	117.154	609095
2007-03-16 00:00	117.133	117.226	116.495	116.668	573356
2007-03-18 00:00	116.417	116.546	116.215	116.398	41961
2007-03-19 00:00	116.395	117.750	116.387	117.605	618566
2007-03-20 00:00	117.612	117.985	116.917	117.242	612805
2007-03-21 00:00	117.235	117.934	117.164	117.413	615858
2007-03-22 00:00	117.416	118.281	117.235	118.099	612917
2007-03-23 00:00	118.102	118.231	117.395	118.085	570736
2007-03-25 00:00	118.035	118.110	117.777	118.033	43004
2007-03-26 00:00	118.033	118.416	117.635	118.217	584147
2007-03-27 00:00	118.222	118.329	117.340	117.410	408724
2007-03-28 00:00	117.400	117.460	116.377	116.905	209668
2007-03-29 00:00	116.916	118.122	116.668	118.096	586477
2007-03-30 00:00	118.102	118.379	117.215	117.820	827338
2007-04-01 00:00	117.960	117.960	117.680	117.830	933
2007-04-02 00:00	117.760	118.070	117.500	117.840	1352782
2007-04-03 00:00	117.840	118.980	117.720	118.880	1323800
2007-04-04 00:00	118.880	119.080	118.550	118.680	810652
2007-04-05 00:00	118.680	118.990	118.430	118.720	604815
2007-04-06 00:00	118.720	119.390	118.675	119.245	194754
2007-04-08 00:00	119.245	119.380	119.240	119.370	14521
2007-04-09 00:00	119.360	119.385	119.175	119.270	270381
2007-04-10 00:00	119.270	119.300	118.760	119.170	763878
2007-04-11 00:00	119.170	119.540	118.870	119.330	763096
2007-04-12 00:00	119.330	119.510	118.790	119.000	679588
2007-04-13 00:00	118.995	119.565	118.205	119.210	432645
2007-04-15 00:00	119.150	119.300	119.100	119.260	796
2007-04-16 00:00	119.250	119.860	119.230	119.740	533317
2007-04-17 00:00	119.740	119.800	118.805	118.810	979138
2007-04-18 00:00	118.810	118.900	118.110	118.355	933409
2007-04-19 00:00	118.355	118.585	117.610	118.420	978918
2007-04-20 00:00	118.425	118.955	118.420	118.640	625100
2007-04-22 00:00	118.700	118.810	118.620	118.770	10746
2007-04-23 00:00	118.770	119.030	118.225	118.450	768388
2007-04-24 00:00	118.450	118.940	118.235	118.580	845407
2007-04-25 00:00	118.580	118.840	118.265	118.650	808421
2007-04-26 00:00	118.650	119.670	118.530	119.545	918753
2007-04-27 00:00	119.550	119.760	118.880	119.620	776168
2007-04-29 00:00	119.190	119.440	119.110	119.380	46272
2007-04-30 00:00	119.380	119.750	119.295	119.440	1254171
2007-05-01 00:00	119.450	119.890	119.070	119.780	1856858
2007-05-02 00:00	119.770	120.280	119.490	120.180	2163574
2007-05-03 00:00	120.180	120.465	119.965	120.380	1432158
2007-05-04 00:00	120.380	120.460	119.900	120.160	1266496
2007-05-06 00:00	120.060	120.180	120.005	120.105	47875
2007-05-07 00:00	120.105	120.130	119.785	120.100	1090995
2007-05-08 00:00	120.100	120.130	119.520	119.950	2526188
2007-05-09 00:00	119.950	120.230	119.625	120.150	2217855
2007-05-10 00:00	120.150	120.530	119.700	119.895	3487780
2007-05-11 00:00	119.895	120.230	119.470	120.170	2951339
2007-05-13 00:00	120.240	120.250	120.035	120.105	70409
2007-05-14 00:00	120.110	120.495	120.050	120.450	2438749
2007-05-15 00:00	120.450	120.575	120.120	120.230	2927874
2007-05-16 00:00	120.230	120.840	120.175	120.800	2967213
2007-05-17 00:00	120.800	121.360	120.755	121.290	2428559
2007-05-18 00:00	121.290	121.390	120.685	121.110	2122343
2007-05-20 00:00	121.090	121.185	120.960	121.145	82553
2007-05-21 00:00	121.145	121.630	121.110	121.460	1869587
2007-05-22 00:00	121.460	121.710	121.200	121.700	1940363
2007-05-23 00:00	121.700	121.870	121.310	121.560	2520241
2007-05-24 00:00	121.560	121.680	121.150	121.300	2519925
2007-05-25 00:00	121.300	121.870	120.850	121.770	2029649
2007-05-27 00:00	121.700	121.810	121.690	121.780	36102
2007-05-28 00:00	121.780	121.790	121.600	121.650	453823
2007-05-29 00:00	121.650	121.810	121.185	121.590	2645647
2007-05-30 00:00	121.585	121.770	121.285	121.560	2763873
2007-05-31 00:00	121.550	121.975	121.450	121.740	2268841
2007-06-01 00:00	121.725	122.135	121.680	122.060	1922894
2007-06-03 00:00	122.060	122.100	121.970	122.020	42239
2007-06-04 00:00	122.020	122.110	121.545	121.620	2031391
2007-06-05 00:00	121.620	121.940	121.115	121.430	2379224
2007-06-06 00:00	121.425	121.490	120.870	120.880	3196528
2007-06-07 00:00	120.870	121.560	120.770	121.130	3716804
2007-06-08 00:00	121.130	121.830	120.770	121.710	2926463
2007-06-10 00:00	121.710	121.750	121.570	121.660	105757
2007-06-11 00:00	121.660	121.835	121.510	121.760	2089729
2007-06-12 00:00	121.760	121.860	121.540	121.550	2069247
2007-06-13 00:00	121.550	122.760	121.480	122.570	2588777
2007-06-14 00:00	122.570	123.120	122.535	123.030	1681762
2007-06-15 00:00	123.030	123.660	122.910	123.430	1961554
2007-06-17 00:00	123.440	123.550	123.420	123.485	68021
2007-06-18 00:00	123.485	123.750	123.300	123.630	2137800
2007-06-19 00:00	123.630	123.710	123.320	123.420	2790768
2007-06-20 00:00	123.415	123.675	123.100	123.555	2739321
2007-06-21 00:00	123.555	123.770	123.475	123.770	2200178
2007-06-22 00:00	123.770	124.140	123.740	123.870	2473820
2007-06-24 00:00	123.690	123.890	123.680	123.835	90621
2007-06-25 00:00	123.840	123.940	123.305	123.550	2516507
2007-06-26 00:00	123.550	123.630	122.810	122.920	3426720
2007-06-27 00:00	122.940	123.360	122.225	123.280	3913641
2007-06-28 00:00	123.280	123.310	122.780	123.210	3342893
2007-06-29 00:00	123.210	123.560	122.960	123.170	2999110
2007-07-01 00:00	123.060	123.250	122.895	123.210	93331
2007-07-02 00:00	123.210	123.280	122.085	122.280	2977094
2007-07-03 00:00	122.280	122.680	122.125	122.445	2938752
2007-07-04 00:00	122.445	122.740	122.210	122.720	1511776
2007-07-05 00:00	122.720	123.020	122.330	122.960	3232146
2007-07-06 00:00	122.960	123.550	122.845	123.320	2932006
2007-07-08 00:00	123.360	123.480	123.355	123.460	88961
2007-07-09 00:00	123.460	123.660	123.210	123.320	2578951
2007-07-10 00:00	123.325	123.480	120.990	121.710	4935579
2007-07-11 00:00	121.720	122.520	121.060	122.340	5536938
2007-07-12 00:00	122.350	122.590	121.825	122.420	4063325
2007-07-13 00:00	122.420	122.620	121.900	121.910	3669979
2007-07-15 00:00	121.910	122.110	121.800	122.060	25863
2007-07-16 00:00	122.060	122.180	121.545	121.850	2959840
2007-07-17 00:00	121.850	122.410	121.690	122.085	3725070
2007-07-18 00:00	122.085	122.290	121.580	121.940	4527933
2007-07-19 00:00	121.940	122.180	121.780	122.095	3523749
2007-07-20 00:00	122.100	122.440	120.870	121.260	4289799
2007-07-22 00:00	121.600	121.680	121.270	121.290	92388
2007-07-23 00:00	121.300	121.520	120.800	120.960	3647797
2007-07-24 00:00	120.960	120.990	119.980	120.260	3986244
2007-07-25 00:00	120.260	120.640	119.805	120.570	4656258
2007-07-26 00:00	120.570	120.740	118.010	118.890	4871453
2007-07-27 00:00	118.880	119.290	118.420	118.600	4828509
